zip,date,rent
94107,2023-06,3297.2223676898934
94133,2023-06,3127.284125267484
94123,2023-06,3461.7407139495194
94127,2023-06,3187.6105334450217
94105,2023-06,3604.8936620091904
94108,2023-06,2686.8471373519965
94158,2023-06,3896.703553571534
94129,2023-06,3187.6105334450217
94112,2023-07,3348.33928307697
94110,2023-07,3482.013876708408
94122,2023-07,3028.149805738032
94109,2023-07,2612.181807185093
94116,2023-07,2820.345959992911
94117,2023-07,3294.4865205046
94118,2023-07,2992.9261885666883
94121,2023-07,2947.643089452417
94124,2023-07,3285.003609169103
94114,2023-07,3539.821353833393
94102,2023-07,2695.5642869808403
94115,2023-07,3164.093235864017
