zip,tract,res_ratio,date
94116,06075035201,0.018846373500856654,2020-03
94116,06075032902,0.02449393997081033,2020-03
94116,06075032801,0.08985341709499334,2020-03
94117,06075980300,0.010034288019362646,2020-03
94117,06075015802,0.020976200080677694,2020-03
94117,06075017000,0.03454013715207745,2020-03
94117,06075016900,0.0026220250100847118,2020-03
94117,06075030102,0.03806978620411456,2020-03
94117,06075016400,0.10099838644614764,2020-03
94117,06075016300,0.057331585316659946,2020-03
94117,06075016801,0.06151674062121823,2020-03
94117,06075016802,0.009076240419524002,2020-03
94117,06075030101,0.03297700685760387,2020-03
94117,06075016700,0.12560508269463494,2020-03
94117,06075017101,0.09888059701492537,2020-03
94117,06075016500,0.12464703509479629,2020-03
94117,06075017102,0.09197256958450989,2020-03
94118,06075040200,0.13772551546391754,2020-03
94118,06075980300,0.0,2020-03
94118,06075060100,0.0002147766323024055,2020-03
94118,06075013300,0.09568298969072164,2020-03
94118,06075045100,0.11898625429553264,2020-03
94118,06075015600,0.08145403780068729,2020-03
94118,06075042602,0.04349226804123711,2020-03
94118,06075040100,0.11168384879725086,2020-03
94118,06075042800,0.0043492268041237115,2020-03
94118,06075047600,0.05815077319587629,2020-03
94121,06075042800,0.0481712300776461,2020-03
94121,06075042602,0.039997956681651,2020-03
94121,06075047801,0.08852676747037189,2020-03
94121,06075980300,0.0022987331426236207,2020-03
94121,06075980200,0.0038312219043727014,2020-03
94121,06075042601,0.1244891704127503,2020-03
94121,06075047600,0.06267879035553739,2020-03
94121,06075047802,0.08275439313445035,2020-03
94121,06075042700,0.1373620760114426,2020-03
